Keyword,Date,Product Name,Price,Page
soda,2020-11-12,"poppi A Healthy Sparkling Prebiotic Soda, w/ Real Fruit Juice, Gut Health & Immunity Benefits, 12pk 12oz Cans, Beach Party Variety Pack (Strawberry Lemonade| Lime Ginger| Pineapple Mango| Orange)",$35.88,3
soda,2020-11-12,"Refrigerator Deodorizer - Natural Bamboo Activated Charcoal Fridge Deodorizer - More Effective Than Baking Soda - Refrigerator Odor Eliminator for Fridges, Freezers, Coolers & Lunch Boxes - 2 Pack",$9.99,3
cereal,2020-11-12,"Kellogg's Family Cereal Assortment Pack, Breakfast Cereal, Variety Pack, 5.375lb Case (96 Count)",$44.93,3
cereal,2020-11-12,"Kellogg's Wellness Assortments Breakfast Cereal in a Cup, Variety, 2.2oz (60 Count)",$65.78,3
cereal,2020-11-12,"Large Cereal & Dry Food Storage Containers - Wildone 5 Pieces Airtight Cereal Storage Containers for Sugar, Flour, Snack, Baking Supplies, Leak-proof with Black Locking Lids (4L /135.3oz)",$26.99,3
cereal,2020-11-12,"Happy Baby Organics Clearly Crafted Cereal Whole Grains Oatmeal, 7 Ounce Bags (6 Count) Organic Baby Cereal in a Resealable Pouch with Iron to Support Baby's Brain Development a Great First Food",$19.74,3
cereal,2020-11-12,"Weetabix Whole Grain Cereal Biscuits, Non-GMO Project Verified, Heart Healthy, Kosher, Vegan, 14 Oz Box",$4.21,3
cereal,2020-11-12,"Cap'N Crunch Cereal, Oops! All Berries, 15.4oz",$2.63,3
cereal,2020-11-12,"Fiber One Breakfast Cereal, Original Bran, 19.6 oz, pack of 6",$19.01,3
cereal,2020-11-12,"Cinnamon Toast Crunch, Cereal with Whole Grain, 16.8 oz",$9.46,3
cereal,2020-11-12,"OXO Good Grips 3-Piece Airtight POP Cereal Dispenser Set,Clear,3 Piece Cereal Set",$49.99,3
cereal,2020-11-12,"HighKey Keto Protein Breakfast Cereal - 0 Net Carb & Zero Sugar, Grain & Gluten Free Cereals Snack - Non GMO Food - Paleo, Diabetic, Ketogenic Diet Friendly Flakes - Healthy Grocery Foods - Frosted",$11.79,3
cereal,2020-11-12,"Kellogg's Corn Flakes, Breakfast Cereal, Original, 36oz (6 Count)",$39.53,3
cereal,2020-11-12,"Kellogg's Frosted Mini-Wheats, Breakfast Cereal in a Cup, Original, Low Fat, Made from 100% Whole Grain, Bulk Size, 12 Count (Pack of 2, 15 oz Trays)",$13.08,3
cereal,2020-11-12,"Chex Cereal, Honey Nut, Gluten Free, 20.3 oz",$3.00,3
cereal,2020-11-12,"Gerber Single-Grain Rice Baby Cereal, 16 Ounce (Pack of 6)",$25.74,3
cereal,2020-11-12,"HighKey Keto Snacks - Protein Breakfast Cereal - 0 Net Carb & Zero Sugar, Grain & Gluten Free Cereals Snack Food - Paleo, Diabetic, Ketogenic Diet Friendly - Non GMO - Healthy Grocery Foods - Cinnamon",$11.79,3
cereal,2020-11-12,"Chex Cereal, Cinnamon, Gluten Free, 19.6 oz",$3.00,3
cereal,2020-11-12,"Airtight Food Storage Containers Cereal Container, Blingco Large Cereal & Dry Food Storage Containers for Flour, Sugar, Cereal and Pantry Storage with Black Locking Lids - Set of 6 (4L /135.3oz)",$26.77,3
cereal,2020-11-12,"Kellogg's Special K Probiotics, Breakfast Cereal, Berries and Peaches, Low Fat, 10.5oz Box",$2.99,3
cereal,2020-11-12,Buddy the Elf Marshmallows Cereal - Flavored with Maple Syrup - Family Size - 2 Pack - 1 lb 2.6 oz each,$15.04,3
cereal,2020-11-12,"Cereal Container Set, Wildone Food Storage Containers [Set of 4] Large Airtight Storage Keeper 4L(135.2oz), Leak-proof & BPA Free, Great for Cereal, Flour, Sugar, Baking Supplies",$24.79,3
cereal,2020-11-12,"Kellogg’s Corn Pops, Breakfast Cereal in a Cup, Bulk Size, 12 Count (Pack of 2, 9 oz Trays)",$15.38,3
cereal,2020-11-12,"Kellogg's Frosted Flakes, Breakfast Cereal, Honey Nut, Made With Real Honey, 13.7oz Box(Pack of 6)",$23.94,3
cereal,2020-11-12,"Kellogg's Family Cereal Assortment Pack, Breakfast Cereal, Variety Pack, 5.375lb Case (96 Count)",$44.93,1
cereal,2020-11-12,"Kellogg's Total Assortments, Breakfast Cereal, Variety Pack, (72 Count)",$41.90,1
cereal,2020-11-12,"Honey Bunches of Oats with Almonds, Heart Healthy, Low Fat, made with Whole Grain Cereal, 18 Ounce Box",$2.98,1
cereal,2020-11-12,"Cereal Container Storage Set - Airtight Food Storage Containers, Kitchen & Pantry Organization, 8 Labels, Spoon Set & Pen, Great for Flour - BPA-Free Dispenser Keepers (135.2oz) - Chef’s Path",$29.97,1
cereal,2020-11-12,"Cinnamon Toast Crunch, Cereal with Whole Grain, 16.8 oz",$9.46,1
cereal,2020-11-12,"Quaker Simply Granola, Oats Honey & Almonds, 28oz Boxes (2 Pack)",$8.18,1
cereal,2020-11-12,"Honey Nut Cheerios, Gluten Free Cereal With Oats, 10.8 Oz",$2.44,1
cereal,2020-11-12,"Set of 4 Large Cereal & Dry Food Storage Containers BPA-Free Plastic Container Airtight Lid Suitable for Cereal, Flour, Sugar, Coffee, Rice, Nuts, Snacks, Pet Food & More (4L, 16.9 Cup, 135.5 Ounce)",$20.99,1
cereal,2020-11-12,"Honey Nut Cheerios, Gluten Free Cereal With Oats, 15.4 Oz",$3.99,1
cereal,2020-11-12,OXO Good Grips Airtight POP Large Cereal Dispenser (4.5 Qt),$22.99,1
cereal,2020-11-12,"Kellogg's Frosted Mini-Wheats, Breakfast Cereal in a Cup, Original, Low Fat, Made from 100% Whole Grain, Bulk Size, 12 Count (Pack of 2, 15 oz Trays)",$13.08,1
cereal,2020-11-12,"Kellogg's Corn Flakes, Breakfast Cereal, Original, 36oz (6 Count)",$39.53,1
cereal,2020-11-12,"Life Breakfast Cereal, Original, 13oz Boxes (3 Pack)",$6.30,1
cereal,2020-11-12,"Cereal Container Set - 4 Piece Airtight Large Dry Food Storage Containers(135.2oz), BPA Free Dispenser Plastic Cereal Storage Containers with 16 Labels & Pen - FOOYOO",$21.97,1
cereal,2020-11-12,"365 Everyday Value, Organic Honey Flakes & Oat Clusters, 12 oz",$3.99,1
cereal,2020-11-12,"Cheerios, Cereal with Whole Grain Oats, Gluten Free, 20 oz",$4.99,1
cereal,2020-11-12,"Happy Baby, Clearly Crafted Cereal, Organic Whole Grain Oats and Quinoa, 7 Ounce, Organic Baby Cereal in a Resealable Pouch, with Iron to Support Baby's Brain Development, a Great First Food",$3.49,1
cereal,2020-11-12,"365 Everyday Value, Frosted Wheat Squares, Bite Sized, 16 oz",$2.99,1
cereal,2020-11-12,"365 Everyday Value, Honey Almond Flax, Protein & Fiber, 13 oz",$3.99,1
cereal,2020-11-12,"Kellogg's, Breakfast Cereal, Single-Serve Boxes, Variety Pack (48 Count)",$17.58,1
cereal,2020-11-12,"Kellogg’s Corn Pops, Breakfast Cereal in a Cup, Bulk Size, 12 Count (Pack of 2, 9 oz Trays)",$15.38,1
cereal,2020-11-12,"Kellogg's Frosted Flakes, Breakfast Cereal, Honey Nut, Made With Real Honey, 13.7oz Box(Pack of 6)",$23.94,1
cereal,2020-11-12,"Kellogg’s Corn Pops, Breakfast Cereal in a Cup, Bulk Size, 12 Count (Pack of 2, 9 oz Trays)",$15.38,2
cereal,2020-11-12,"Kellogg's Frosted Flakes, Breakfast Cereal, Honey Nut, Made With Real Honey, 13.7oz Box(Pack of 6)",$23.94,2
cereal,2020-11-12,Kashi GO Peanut Butter Crunch Cereal - Vegan | Non-GMO | 13.2 Ounce (Pack of 1),$2.99,2
cereal,2020-11-12,"Gerber Single-Grain Rice Baby Cereal, 16 Ounce (Pack of 6)",$25.74,2
cereal,2020-11-12,"Vtopmart Cereal Storage Container Set, BPA Free Plastic Airtight Food Storage Containers 135.2 fl oz for Cereal, Snacks and Sugar, 4 Piece Set Cereal Dispensers with 24 Chalkboard Labels",$22.99,2
cereal,2020-11-12,"Gerber Single-Grain Oatmeal Baby Cereal, 8 Ounces (Pack of 6)",$13.74,2
cereal,2020-11-12,"Nature’s Path Heritage Flakes Whole Grains Cereal, Healthy, Organic, 32 Ounce (Pack of 6)",$41.88,2
cereal,2020-11-12,"Kellogg's Breakfast Cereal in a Cup, Assortment Pack, Bulk Size (Pack of 24 Cups)",$24.48,2
cereal,2020-11-12,"HighKey High Protein Keto Cereal - Low Carb 1g Healthy Snacks - Sugar Free Breakfast - Gluten Free Snack Food - Paleo, Diabetic, Healthy, Ketogenic Diet Friendly Grocery Cereals & Foods - Honey Nut",$11.79,2
cereal,2020-11-12,"Breakfast Pack Cereal Multi-Pack With 8 Varieties, 9.14 oz",$3.49,2
cereal,2020-11-12,"Kellogg's Frosted Mini-Wheats, Breakfast Cereal in a Cup, Original, Low Fat, Made from 100% Whole Grain, Bulk Size, 12 Count (Pack of 2, 15 oz Trays)",$13.08,2
cereal,2020-11-12,"Kellogg's Corn Flakes, Breakfast Cereal, Original, 36oz (6 Count)",$39.53,2
cereal,2020-11-12,"Cinnamon Toast Crunch, Cereal with Whole Grain, 19.3 oz",$0,2
cereal,2020-11-12,"Cap'N Crunch Cereal, Crunchberries, 18.7oz",$3.64,2
cereal,2020-11-12,"Zevro /GAT200 Indispensable Dry Food Dispenser, Dual Control, Black/Chrome",$29.84,2
cereal,2020-11-12,"Pillsbury Toaster Strudel, Cinnamon Toast Crunch, 6 Frozen Pastries, 11.7 oz",$2.43,2
cereal,2020-11-12,"Rubbermaid Modular Food Lids, Space Saving Plastic Storage Containers, 18- Cup, Clear",$8.10,2
cereal,2020-11-12,"Quaker Oatmeal Squares Cereal, 14.5 Oz Box",$2.99,2
cereal,2020-11-12,"Trix Fruit Flavored Corn Puffs Cereal, 10.7 oz",$2.99,2
cereal,2020-11-12,"Kellogg's Frosted Flakes, Breakfast Cereal, Original, Excellent Source of 7 Vitamins and Minerals, Family Size, 24oz Box",$3.64,2
cereal,2020-11-12,"Kellogg's Family Cereal Assortment Pack, Breakfast Cereal, Variety Pack, 5.375lb Case (96 Count)",$44.93,2
cereal,2020-11-12,"Kellogg’s Apple Jacks, Breakfast Cereal in a Cup, Bulk Size, 12 Count (Pack of 2, 9 oz Trays)",$15.35,2
bars,2020-11-12,"GoMacro MacroBar Mini Organic Vegan Protein Bars - Nut-Free Variety Pack (0.9 Ounce Bars, 24 Count)",$29.97,3
bars,2020-11-12,"GoMacro MacroBar Mini Organic Vegan Snack Bars - Oatmeal Chocolate Chip (0.90 Ounce Bars, 24 Count)",$30.14,3
bars,2020-11-12,"Modern Square PU Leather Adjustable Bar Stools with Back,Set of 2,Counter Height Swivel Stool by Leopard (Black)",$104.99,3
bars,2020-11-12,"Walker Edison Industrial Wood and Metal Bar Cabinet with Wheels Wine Glass and Bottle Kitchen Storage Shelf, 33 Inch, Reclaimed Barnwood",$237.92,3
bars,2020-11-12,"ProsourceFit Dip Stand Station, Ultimate Heavy Duty Body Bar Press with Safety Connector for Tricep Dips, Pull-Ups, Push-Ups, L-Sits",$52.23,3
bars,2020-11-12,"GoMacro MacroBar Organic Vegan Protein Bars - Peanut Butter Chocolate Chip (2.4 Ounce Bars, 12 Count)",$29.88,3
bars,2020-11-12,"CLIF BAR - Energy Bars - Crunchy Peanut Butter - (2.4 Ounce Protein Bars, 18 Count) Packaging May Vary",$16.34,3
bars,2020-11-12,KIMILAR Replacement Wired Infrared IR Ray Motion Sensor Bar Compatible with Wii and Wii U Console (Silver/Black),$6.97,3
bars,2020-11-12,"CAP Barbell Olympic Trap Bar, Hex Bar, Shrug Bar, Deadlift Bar, Options Available",$146.14,3
bars,2020-11-12,Date In Status Bar,$0,3
bars,2020-11-12,"GoMacro MacroBar Organic Vegan Protein Bars - Banana + Almond Butter (2.3 Ounce Bars, 12 Count)",$27.82,3
bars,2020-11-12,"Pure Protein Bars, High Protein, Nutritious Snacks to Support Energy, Low Sugar, Gluten Free, Guilt Free Variety Pack, 1.76 oz, Pack of 18",$19.54,3
bars,2020-11-12,"VASAGLE Standing Baker's Racks, 33""H, Rustic Brown",$74.67,3
bars,2020-11-12,"KIND Bars, Dark Chocolate Cherry Cashew + Antioxidants, Gluten Free, 1.4 Ounce (12 Count)",$14.22,3
bars,2020-11-12,"Dove Beauty Bar Gently Cleanses and Nourishes Sensitive Skin Effectively Washes Away Bacteria While Nourishing Your Skin, 3.75 oz, 16 Bars",$15.99,3
bars,2020-11-12,Finding Freedom From Behind Bars: A Journey Of Self-Discovery & Healing,$4.99,3
bars,2020-11-12,BestOffice Counter Height Bar Stools Set of 2 PU Leather Swivel BarStools for Kitchen Stool Height Adjustable Counter Stool Barstools Dining Chair with Back,$74.99,3
bars,2020-11-12,"KIND Bar Minis, Variety Pack, Dark Chocolate Nuts, Caramel Almond Sea Salt, Peanut Butter Dark Chocolate, Gluten Free, Low Sugar, 0.7 oz, 30 Count",$17.97,3
bars,2020-11-12,Microsoft Xbox One Kinect Sensor Bar [Xbox One](Renewed),$109.99,3
bars,2020-11-12,"Power Crunch Triple Chocolate, 1.4-Ounce Bar , 12 count",$17.99,3
bars,2020-11-12,"Quest Nutrition Cookies & Cream Protein Bar, High Protein, Low Carb, Gluten Free, Keto Friendly, 12 Count",$22.41,3
bars,2020-11-12,"GoMacro MacroBar Organic Vegan Snack Bars - Cherries + Berries (2.0 Ounce Bars, 12 Count)",$26.99,3
bars,2020-11-12,"Pure Protein Bars, High Protein, Nutritious Snacks to Support Energy, Low Sugar, Gluten Free, Guilt Free Variety Pack, 1.76 oz, Pack of 18",$19.54,1
bars,2020-11-12,"KUCATE Pull Up Bar for Doorway, Chin Up Bar No Screw with Locking Mechanism Doorway Pullup Bar Home Gym Exercise Equipment Strength Training Upper Body Workout Bar(29.1""~37.4"" Adjustable Width)",$29.99,1
bars,2020-11-12,"Quest Nutrition- High Protein, Low Carb, Gluten Free, Keto Friendly, 12 Count",$22.02,1
bars,2020-11-12,"Nature’s Bakery Whole Wheat Fig Bars, Blueberry, Real Fruit, Vegan, Non-GMO, Snack bar, 1 box with 12 twin packs (12 twin packs)",$5.35,1
bars,2020-11-12,"Everyday Essentials Olympic Super Curl Barbell Curl Bar, 48 inch (350 lb Weight Capacity), Silver (CB4S)",$105.00,1
bars,2020-11-12,Iron Gym Total Upper Body Workout Bar,$29.10,1
bars,2020-11-12,"ProsourceFit Multi-Grip Chin-Up/Pull-Up Bar, Heavy Duty Doorway Trainer for Home Gym (ps-1109-cu), Black",$29.99,1
bars,2020-11-12,"CLIF BAR - Energy Bars - Best Sellers Variety Pack - (2.4 Ounce Protein Bars, 16 Count) Packaging May Vary",$18.99,1
bars,2020-11-12,"Chewy Granola Bars and Dipps Variety Pack, (58 Pack)",$12.99,1
bars,2020-11-12,"RXBAR, Blueberry, Protein Bar, 1.83 Ounce (Pack of 12) Breakfast Bar, High Protein Snack",$18.89,1
bars,2020-11-12,"GoMacro MacroBar Organic Vegan Protein Bars - Banana + Almond Butter (2.3 Ounce Bars, 12 Count)",$27.82,1
bars,2020-11-12,"Quest Nutrition Cookies & Cream Protein Bar, High Protein, Low Carb, Gluten Free, Keto Friendly, 12 Count",$22.41,1
bars,2020-11-12,"Gatorade Whey Protein Bars, Chocolate Caramel, 2.8 oz bars (Pack of 12, 20g of protein per bar)",$13.98,1
bars,2020-11-12,"ALOHA Organic Plant Based Protein Bars |Peanut Butter Chocolate Chip | 12 Count, 1.9oz Bars | Vegan, Low Sugar, Gluten Free, Paleo, Low Carb, Non-GMO, Stevia Free, Soy Free, No Sugar Alcohols",$22.16,1
bars,2020-11-12,"HulkFit Olympic 2-Inch Hex Weight Lifting Trap Bar, 1000-Pound Capacity, Black",$124.33,1
bars,2020-11-12,"Built Bar 18 Pack Protein and Energy Bars - 100% Real Chocolate - High In Whey Protein And Fiber - Gluten Free, Natural Flavoring, No Preservatives (Mixed Box)",$37.80,1
bars,2020-11-12,"CLIF KID ZBAR - Organic Granola Bars - Iced Oatmeal Cookie - Non-GMO - Organic -Lunch Box Snacks (1.27 Ounce Energy Bars, 18 Count)",$11.28,1
bars,2020-11-12,"Quest Nutrition Chocolate Caramel Pecan Hero Protein bar, Low Carb, Gluten Free, 10 Count",$15.64,1
bars,2020-11-12,"Polk Audio Signa S2 Ultra-Slim TV Sound Bar | Works with 4K & HD TVs | Wireless Subwoofer | Includes HDMI & Optical Cables | Bluetooth Enabled, Black",$179.00,1
bars,2020-11-12,"ONE Protein Bars, Birthday Cake, Gluten-Free Protein Bar with 20g Protein and only 1g Sugar, Snacking for High Protein Diets, 2.12 Ounce (12 Pack)",$24.99,1
bars,2020-11-12,"GoMacro MacroBar Organic Vegan Snack Bars - Cherries + Berries (2.0 Ounce Bars, 12 Count)",$26.99,1
bars,2020-11-12,"Gatorade Whey Protein Bars, Chocolate Caramel, 2.8 oz bars (Pack of 12, 20g of protein per bar)",$13.98,1
bars,2020-11-12,"GoMacro MacroBar Organic Vegan Protein Bars - Banana + Almond Butter (2.3 Ounce Bars, 12 Count)",$27.82,2
bars,2020-11-12,"Pure Protein Bars, High Protein, Nutritious Snacks to Support Energy, Low Sugar, Gluten Free, Guilt Free Variety Pack, 1.76 oz, Pack of 18",$19.54,2
bars,2020-11-12,"CLIF BAR - Sweet & Salty Energy Bars Variety Pack - (2.4 Ounce Protein Bars, 16 Count)",$18.99,2
bars,2020-11-12,"ZonePerfect Nutrition Snack Bars, Chocolate Mint, 1.76 oz, (36 Count)",$35.93,2
bars,2020-11-12,"Quaker Chewy Dipps & Granola Bars, Variety Pack, 58 Bars",$13.10,2
bars,2020-11-12,Nature Valley Crunchy Granola Bars Oats 'N Honey - 98 Bars Of 2 bar Pouches of 49ct-1.49oz,$19.13,2
bars,2020-11-12,Kirkland Signature Protein bar Energy Variety Pack,$31.54,2
bars,2020-11-12,"Quest Nutrition- High Protein, Low Carb, Gluten Free, Keto Friendly, 12 Count",$41.98,2
bars,2020-11-12,"Quest Nutrition- High Protein, Low Carb, Gluten Free, Keto Friendly, 12 Count",$22.02,2
bars,2020-11-12,"CLIF BARS - Energy Bars - Peanut Butter Banana with Dark Chocolate - Made with Organic Oats - Plant Based Food - Vegetarian - Kosher (2.4 Ounce Protein Bars, 12 Pack) Packaging May Vary",$11.99,2
bars,2020-11-12,"Quest Nutrition Cookies & Cream Protein Bar, High Protein, Low Carb, Gluten Free, Keto Friendly, 12 Count",$22.41,2
bars,2020-11-12,"Gatorade Whey Protein Recover Bars, Chocolate Chip, 2.8 ounce bars (12 Count)",$18.00,2
bars,2020-11-12,Garden of Life Organic Fit Bar S'Mores (12 per Carton),$25.89,2
bars,2020-11-12,"KIND Bars, Dark Chocolate Nuts & Sea Salt, Gluten Free, Low Sugar, 1.4oz, 12 Count",$12.72,2
bars,2020-11-12,Milk Bar: Kids Only: A Cookbook,$16.13,2
bars,2020-11-12,"KIND Bars, Peanut Butter Dark Chocolate, Gluten Free,1.4 Ounce,12 Count",$14.22,2
bars,2020-11-12,"Walker Edison Industrial Wood and Metal Bar Cabinet with Wheels Wine Glass and Bottle Kitchen Storage Shelf, 33 Inch, Reclaimed Barnwood",$237.92,2
bars,2020-11-12,Trademark Innovations Portable Bar Table - Carrying Case Included -,$59.87,2
bars,2020-11-12,TEKTON 3/4 Inch Drive x 40 Inch Breaker Bar | SBH00340,$49.50,2
bars,2020-11-12,"Dial Antibacterial Bar Soap, Spring Water, 32 Bars",$21.97,2
